Date, Volume, Open, Close, High, Low, WeightedAvg
1493596800,0,0.0033845,0.0033845,0.0033845,0.0033845,0.0033845
1493597100,0,0.0033845,0.0033845,0.0033845,0.0033845,0.0033845
1493597400,0.05230714,0.0033845,0.00341268,0.00341268,0.0033845,0.00341206
1493597700,0.03804445,0.00341256,0.00341256,0.00341256,0.00341256,0.00341256
1493598000,0,0.00341256,0.00341256,0.00341256,0.00341256,0.00341256
1493598300,3.16527215,0.00341243,0.0034663,0.003499,0.00339124,0.00346612
1493598600,0.01055217,0.00344921,0.00344919,0.00344921,0.00344919,0.00344919
1493598900,0.27515116,0.0034492,0.0035,0.0035,0.0034492,0.00348156
1493599200,0.0136472,0.00348143,0.00346632,0.00348143,0.00346632,0.00348001
1493599500,0.01031435,0.00346631,0.00346632,0.00346632,0.0034663,0.00346631
1493599800,0,0.00346632,0.00346632,0.00346632,0.00346632,0.00346632
1493600100,0,0.00346632,0.00346632,0.00346632,0.00346632,0.00346632
1493600400,0.05977167,0.00346631,0.0034663,0.00346631,0.0034663,0.0034663
1493600700,0,0.0034663,0.0034663,0.0034663,0.0034663,0.0034663
1493601000,0,0.0034663,0.0034663,0.0034663,0.0034663,0.0034663
1493601300,0,0.0034663,0.0034663,0.0034663,0.0034663,0.0034663
1493601600,0.16520364,0.00345205,0.0034663,0.0034663,0.00345205,0.00346428
1493601900,0,0.0034663,0.0034663,0.0034663,0.0034663,0.0034663
1493602200,0.0053423,0.00344924,0.00344924,0.00344924,0.00344924,0.00344924
1493602500,0.00010118,0.00344924,0.00344924,0.00344924,0.00344924,0.00344924
1493602800,0,0.00344924,0.00344924,0.00344924,0.00344924,0.00344924
1493603100,0,0.00344924,0.00344924,0.00344924,0.00344924,0.00344924
1493603400,0.01011502,0.00344927,0.00344926,0.00344927,0.00344926,0.00344926
1493603700,0,0.00344926,0.00344926,0.00344926,0.00344926,0.00344926
1493604000,0,0.00344926,0.00344926,0.00344926,0.00344926,0.00344926
1493604300,0,0.00344926,0.00344926,0.00344926,0.00344926,0.00344926
1493604600,0,0.00344926,0.00344926,0.00344926,0.00344926,0.00344926
