Date, Volume, Open, Close, High, Low, WeightedAvg
1493662200,44.47659798,5000,0.075,5000,0.06666666,0.13425574
1493662500,421.57618504,0.07500002,0.058,0.08,0.041,0.05624717
1493662800,177.04563047,0.058,0.04850971,0.0589,0.0453,0.05156734
1493663100,474.54896147,0.04850971,0.05609999,0.06511,0.0453,0.0569759
1493663400,373.39481274,0.05609999,0.0491,0.05609999,0.0450001,0.0494901
1493663700,111.06591638,0.0491,0.0517,0.0521,0.04851817,0.05069843
1493664000,168.40955416,0.05171035,0.0506,0.05488,0.04950001,0.05182511
1493664300,237.30910054,0.05045633,0.04770955,0.0506,0.0477,0.04907087
1493664600,71.55251128,0.04822797,0.04900981,0.049885,0.0477,0.04880529
1493664900,183.74961783,0.04900981,0.04976392,0.052,0.049,0.05051014
1493665200,130.46173789,0.0498,0.04719778,0.0501,0.0467,0.04856859
1493665500,234.3082263,0.04719889,0.04255,0.04799999,0.0425,0.04499951
1493665800,92.70340508,0.04250222,0.044,0.04594263,0.04250222,0.04436244
1493666100,98.91885195,0.044,0.046,0.0473,0.0439002,0.04579946
1493666400,92.5840344,0.046,0.0432,0.0468,0.0432,0.04472165
1493666700,131.27025323,0.04320865,0.04178888,0.04399559,0.0400001,0.04161981
1493667000,151.17654575,0.04178888,0.03860004,0.0432,0.03860004,0.04121913
1493667300,132.36044512,0.03860004,0.03700069,0.0405652,0.0369,0.03818443
1493667600,128.30499083,0.0371485,0.0352989,0.03798014,0.0343729,0.03544262
1493667900,101.26359905,0.035,0.0345,0.03625766,0.034,0.03456649
1493668200,70.93256616,0.03450691,0.03610723,0.03797745,0.0345,0.03633547
1493668500,84.95127603,0.03641925,0.03625318,0.03689832,0.03486804,0.03577799
1493668800,48.72578841,0.03629757,0.0365938,0.03732386,0.03599999,0.03674333
1493669100,37.02584444,0.03659014,0.0369304,0.037,0.03549999,0.03633409
1493669400,76.72829002,0.0369304,0.0385,0.03869999,0.03630002,0.03771455
1493669700,335.1439068,0.0385,0.042,0.043884,0.03800762,0.04067037
1493670000,148.23811888,0.042,0.0411,0.0438522,0.04049999,0.04241265
1493670300,36.19692216,0.04084071,0.04234832,0.04284713,0.04062,0.04202654
1493670600,80.1967181,0.04235256,0.043,0.04320005,0.0408,0.04239084
1493670900,186.10547864,0.043,0.0434,0.0466,0.042777,0.04452643
1493671200,81.94074791,0.0434,0.04500901,0.04536313,0.0427,0.0441674
1493671500,133.17250516,0.04500452,0.046,0.0467,0.0445,0.04587798
1493671800,87.79602733,0.04599778,0.04567,0.04600001,0.0430005,0.04495665
1493672100,38.40142269,0.04569543,0.0457,0.0458,0.0442088,0.04504144
1493672400,142.78991333,0.045876,0.04630333,0.047969,0.045876,0.04714379
1493672700,107.4290132,0.04687863,0.04949834,0.0495321,0.04630342,0.04831642
1493673000,208.38599718,0.0490509,0.051,0.05177,0.048996,0.0502877
1493673300,284.67195733,0.051,0.0517,0.055,0.05096889,0.05282026
1493673600,165.07751032,0.05259889,0.05070289,0.0527,0.048,0.05038941
1493673900,112.98183472,0.05070796,0.05099547,0.05249824,0.04955252,0.05107178
1493674200,194.771356,0.05099658,0.0488,0.05099999,0.04717297,0.04840103
1493674500,128.26303998,0.04800001,0.04650524,0.0486,0.04577,0.04702456
1493674800,85.48592634,0.0469953,0.047,0.04921,0.04649535,0.04804876
1493675100,33.6242413,0.0470008,0.04750476,0.04784657,0.047,0.04741658
1493675400,54.25628588,0.047702,0.04843371,0.0490875,0.047,0.04794471
1493675700,43.78173331,0.04823997,0.04867,0.0490875,0.0475569,0.04863237
1493676000,25.44860744,0.04869999,0.04753524,0.04881424,0.0470072,0.04813905
1493676300,12.39345104,0.04739526,0.04754,0.04754,0.04713,0.04738264
1493676600,64.35018883,0.04754,0.049,0.0493009,0.04744,0.04833818
1493676900,38.86501381,0.04920001,0.04819518,0.049392,0.0478,0.04902601
1493677200,15.00441903,0.04819518,0.04811074,0.0494899,0.04811074,0.04902171
1493677500,20.51773601,0.04810963,0.04860486,0.049,0.048,0.04872709
1493677800,32.20704446,0.0487,0.0495,0.0495,0.04860973,0.04917689
1493678100,64.64323828,0.0495,0.05099,0.051,0.0495,0.05042497
1493678400,117.81338383,0.05095,0.05276389,0.05421,0.0508,0.05254325
1493678700,92.45209719,0.05276389,0.05475727,0.0547573,0.05276213,0.05402479
1493679000,58.21342507,0.0547573,0.05400002,0.055,0.05350001,0.05459143
1493679300,26.63838594,0.05402164,0.05347,0.05445,0.05081,0.05314668
1493679600,36.22302034,0.05347,0.05246001,0.0537,0.05201055,0.05262658
1493679900,28.77714205,0.05246008,0.0505,0.0529,0.0505,0.05181285
1493680200,87.85158821,0.050495,0.04949,0.0509949,0.04860973,0.04938426
1493680500,51.16604928,0.04949,0.05147944,0.05248994,0.04949,0.05091058
1493680800,31.40885885,0.05134375,0.050105,0.05148055,0.049,0.04998321
1493681100,22.80306949,0.05001,0.05001016,0.0505,0.04931,0.04998156
1493681400,13.65808659,0.05079482,0.05099998,0.051,0.05001045,0.05083422
1493681700,27.71141292,0.05099998,0.0513966,0.052,0.05099998,0.05142214
1493682000,45.07231461,0.05131029,0.05,0.05131029,0.05,0.05028076
1493682300,13.15052706,0.05,0.0504962,0.0508752,0.04985001,0.05010413
1493682600,13.23500328,0.05049661,0.05141724,0.05141724,0.05049624,0.05092709
1493682900,53.99988054,0.05138667,0.054,0.054,0.051355,0.05265295
1493683200,150.72944205,0.054,0.0569,0.0569,0.05313089,0.05466936
1493683500,189.26303157,0.0569,0.055,0.05746086,0.05010001,0.05448874
1493683800,55.11816016,0.05451091,0.0539,0.0555,0.0535,0.05442058
1493684100,28.74463072,0.05401285,0.0527182,0.05438951,0.0527182,0.05359785
1493684400,68.15371441,0.05257322,0.05431689,0.055,0.05250002,0.05433364
1493684700,17.60845929,0.05431689,0.054,0.0547739,0.05398,0.05421229
1493685000,8.60333293,0.05401081,0.05399481,0.054027,0.05385422,0.05399581
1493685300,33.00990284,0.05399461,0.05301,0.0539948,0.05301,0.05339681
1493685600,9.07100357,0.05386385,0.0532,0.05386385,0.05301,0.05316631
1493685900,54.04645075,0.05349,0.0555675,0.0555675,0.05349,0.05469057
1493686200,46.2105408,0.05536063,0.05749424,0.0576,0.05443675,0.05635107
1493686500,152.43531467,0.0574,0.05837287,0.05999999,0.05650023,0.05879681
1493686800,67.30125619,0.05837287,0.05999998,0.06,0.05811187,0.05966056
1493687100,229.17329375,0.05994,0.062,0.06487556,0.05994,0.06177262
1493687400,137.67987024,0.062,0.06560657,0.0659,0.062,0.06446968
1493687700,143.50383133,0.06589341,0.0659815,0.06631565,0.062,0.06439912
1493688000,188.67850892,0.0659815,0.06585994,0.068,0.0631,0.06629533
1493688300,146.53088312,0.0659934,0.06678639,0.068,0.06599119,0.06728954
1493688600,71.18215,0.0667,0.0642912,0.0669933,0.062856,0.06499261
1493688900,154.00782453,0.06434122,0.0678,0.06799999,0.063,0.06692464
1493689200,205.2829435,0.0678,0.0699,0.0699,0.06730674,0.06834618
1493689500,294.26956299,0.06979547,0.0735,0.0739,0.06979547,0.07167891
1493689800,160.96906965,0.0733508,0.07399999,0.075,0.07256201,0.0738931
1493690100,142.38955739,0.07399999,0.07349,0.074,0.069,0.0715835
1493690400,115.72315454,0.07231673,0.0742,0.0749,0.07231673,0.07376403
1493690700,126.28302249,0.07420741,0.0742,0.0749998,0.074,0.07457182
1493691000,235.48175343,0.07451999,0.07689999,0.0771485,0.07299755,0.07511403
